Name,Product_ID,Date,Sales,Revenue,EndOfDayStock,prev_stock
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-07-22,16,13.6,47973,47989.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-07-24,120,89.0,47853,47973.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-07-25,30,25.5,47823,47853.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-07-26,20,17.0,47803,47823.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-07-27,60,51.0,47743,47803.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-07-28,17,14.45,47726,47743.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-07-29,31,26.35,47695,47726.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-01,20,17.0,47675,47695.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-02,70,59.5,47605,47675.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-04,16,13.6,47589,47605.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-05,10,8.5,47579,47589.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-07,40,34.0,47539,47579.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-08,30,21.6,47509,47539.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-09,211,153.35,47298,47509.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-10,30,25.5,47268,47298.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-11,220,161.0,47048,47268.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-12,20,17.0,47028,47048.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-14,3,2.55,47025,47028.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-16,15,12.75,47010,47025.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-18,170,131.5,46840,47010.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-19,40,34.0,46800,46840.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-22,40,34.0,46760,46800.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-23,6,5.1,46754,46760.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-24,21,17.85,46733,46754.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-25,20,17.0,46713,46733.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-26,20,17.0,46693,46713.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-08-31,20,17.0,46673,46693.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-02,30,25.5,46643,46673.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-04,3,2.55,46640,46643.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-05,24,20.4,46616,46640.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-07,5,4.25,46611,46616.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-08,43,36.55,46568,46611.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-11,1,0.85,46567,46568.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-12,20,17.0,46547,46567.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-14,100,72.0,46447,46547.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-15,5,4.25,46442,46447.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-16,20,17.0,46422,46442.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-18,33,28.05,46389,46422.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-19,225,165.25,46164,46389.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-21,10,8.5,46154,46164.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-22,120,89.0,46034,46154.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-23,60,51.0,45974,46034.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-27,10,8.5,45964,45974.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-28,50,38.6,45914,45964.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-09-29,20,17.0,45894,45914.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-02,7,5.95,45887,45894.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-03,30,25.5,45857,45887.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-04,10,8.5,45847,45857.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-05,1,0.85,45846,45847.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-06,20,17.0,45826,45846.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-07,32,27.2,45794,45826.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-09,3,2.55,45791,45794.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-10,21,17.85,45770,45791.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-11,60,51.0,45710,45770.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-13,26,22.1,45684,45710.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-14,20,17.0,45664,45684.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-17,51,44.13,45613,45664.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-18,31,26.35,45582,45613.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-19,15,12.75,45567,45582.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-20,120,89.0,45447,45567.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-23,4,3.4,45443,45447.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-24,11,9.35,45432,45443.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-25,10,8.5,45422,45432.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-26,18,15.3,45404,45422.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-27,110,80.5,45294,45404.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-28,10,8.5,45284,45294.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-30,27,22.95,45257,45284.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-10-31,20,17.0,45237,45257.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-01,14,11.9,45223,45237.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-04,10,8.5,45213,45223.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-06,24,20.4,45189,45213.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-08,42,35.7,45147,45189.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-09,20,17.0,45127,45147.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-10,25,22.03,45102,45127.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-11,20,17.0,45082,45102.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-13,20,17.0,45062,45082.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-14,14,15.02,45048,45062.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-15,10,8.5,45038,45048.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-16,32,27.2,45006,45038.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-17,10,8.5,44996,45006.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-18,40,34.0,44956,44996.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-20,66,56.1,44890,44956.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-21,2,1.7,44888,44890.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-22,70,59.5,44818,44888.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-23,3,3.33,44815,44818.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-24,3,2.55,44812,44815.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-25,20,17.0,44792,44812.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-28,33,29.61,44759,44792.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-29,12,10.2,44747,44759.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-11-30,15,12.75,44732,44747.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-12-01,23,19.55,44709,44732.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-12-04,10,8.5,44699,44709.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-12-05,3,2.55,44696,44699.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-12-06,30,25.5,44666,44696.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-12-07,140,106.0,44526,44666.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 4 ARZATOARE,20719,2011-12-08,33,28.05,44493,44526.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1230,16011,2009-12-04,24,5.04,23899,44493.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1231,16011,2009-12-07,48,10.08,23851,23899.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1232,16011,2009-12-08,48,10.08,23803,23851.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1233,16011,2009-12-17,24,5.04,23779,23803.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1234,16011,2009-12-18,24,5.04,23755,23779.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1235,16011,2009-12-21,48,10.08,23707,23755.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1236,16011,2010-01-15,24,5.04,23683,23707.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1237,16011,2010-01-19,48,10.08,23635,23683.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1238,16011,2010-01-20,25,5.25,23610,23635.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1239,16011,2010-01-31,24,5.04,23586,23610.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1240,16011,2010-03-03,24,5.04,23562,23586.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1241,16011,2010-03-05,24,5.04,23538,23562.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1242,16011,2010-03-10,31,6.51,23507,23538.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1243,16011,2010-03-15,24,5.04,23483,23507.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1244,16011,2010-03-16,48,10.08,23435,23483.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1245,16011,2010-03-22,24,5.04,23411,23435.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1246,16011,2010-03-28,24,5.04,23387,23411.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1247,16011,2010-03-29,24,3.84,23363,23387.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1248,16011,2010-04-06,24,5.04,23339,23363.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1249,16011,2010-04-26,2,0.42,23337,23339.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1250,16011,2010-05-12,2,0.42,23335,23337.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1251,16011,2010-05-19,72,15.12,23263,23335.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1252,16011,2010-05-21,96,20.16,23167,23263.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1253,16011,2010-05-23,4,0.84,23163,23167.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1254,16011,2010-05-27,24,5.04,23139,23163.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1255,16011,2010-06-03,24,5.04,23115,23139.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1256,16011,2010-06-08,96,20.16,23019,23115.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1257,16011,2010-06-17,24,5.04,22995,23019.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1258,16011,2010-06-22,15,3.15,22980,22995.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1259,16011,2010-06-23,33,6.93,22947,22980.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1260,16011,2010-07-08,24,5.04,22923,22947.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1261,16011,2010-07-12,24,5.04,22899,22923.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1262,16011,2010-07-23,24,5.04,22875,22899.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1263,16011,2010-07-29,24,5.04,22851,22875.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1264,16011,2010-08-05,24,5.04,22827,22851.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1265,16011,2010-08-11,24,5.04,22803,22827.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1266,16011,2010-08-23,24,5.04,22779,22803.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1267,16011,2010-09-24,24,5.04,22755,22779.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1268,16011,2010-09-26,132,27.72,22623,22755.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1269,16011,2010-09-30,144,30.24,22479,22623.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1270,16011,2010-10-05,24,5.04,22455,22479.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1271,16011,2010-10-07,41,8.61,22414,22455.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1272,16011,2010-10-10,24,5.04,22390,22414.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1273,16011,2010-10-11,49,10.29,22341,22390.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1274,16011,2010-10-15,24,5.04,22317,22341.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1275,16011,2010-10-17,24,5.04,22293,22317.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1276,16011,2010-10-19,72,15.12,22221,22293.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1277,16011,2010-10-20,2,0.42,22219,22221.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1278,16011,2010-10-24,24,5.04,22195,22219.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1279,16011,2010-11-01,24,5.04,22171,22195.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1280,16011,2010-11-04,48,10.08,22123,22171.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1281,16011,2010-11-10,24,5.04,22099,22123.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1282,16011,2010-11-14,8,1.68,22091,22099.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1283,16011,2010-11-16,144,30.24,21947,22091.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1284,16011,2010-11-17,24,5.04,21923,21947.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1285,16011,2010-11-21,10,2.1,21913,21923.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1286,16011,2010-11-24,24,5.04,21889,21913.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1287,16011,2010-11-25,24,5.04,21865,21889.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1288,16011,2010-11-26,19,3.99,21846,21865.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1289,16011,2010-11-28,10,2.1,21836,21846.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1290,16011,2010-12-05,10,2.1,21826,21836.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1291,16011,2010-12-06,82,17.22,21744,21826.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1292,16011,2010-12-15,24,5.04,21720,21744.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1293,16011,2010-12-16,24,5.04,21696,21720.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1294,16011,2011-01-10,24,5.04,21672,21696.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1295,16011,2011-01-11,120,25.2,21552,21672.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1296,16011,2011-01-13,23,4.83,21529,21552.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1297,16011,2011-01-24,24,5.04,21505,21529.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1298,16011,2011-02-07,48,10.08,21457,21505.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1299,16011,2011-02-08,48,10.08,21409,21457.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1300,16011,2011-03-17,24,5.04,21385,21409.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1301,16011,2011-03-23,3,0.63,21382,21385.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1302,16011,2011-03-31,120,25.2,21262,21382.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1303,16011,2011-04-05,168,35.28,21094,21262.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1304,16011,2011-04-17,25,5.25,21069,21094.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1305,16011,2011-04-28,2,0.42,21067,21069.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1306,16011,2011-05-12,24,5.04,21043,21067.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1307,16011,2011-05-25,40,8.4,21003,21043.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1308,16011,2011-06-01,50,10.5,20953,21003.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1309,16011,2011-06-21,4,0.84,20949,20953.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1310,16011,2011-07-15,24,5.04,20925,20949.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1311,16011,2011-07-17,12,2.52,20913,20925.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1312,16011,2011-07-25,24,5.04,20889,20913.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1313,16011,2011-07-26,129,27.09,20760,20889.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1314,16011,2011-08-15,24,5.04,20736,20760.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1315,16011,2011-08-17,48,10.08,20688,20736.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1316,16011,2011-08-18,48,10.08,20640,20688.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1317,16011,2011-08-24,48,10.08,20592,20640.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1318,16011,2011-08-26,24,5.04,20568,20592.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1319,16011,2011-09-01,24,5.04,20544,20568.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1320,16011,2011-09-14,24,5.04,20520,20544.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1321,16011,2011-10-06,6,1.26,20514,20520.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1322,16011,2011-10-07,88,18.48,20426,20514.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1323,16011,2011-10-17,24,5.04,20402,20426.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1324,16011,2011-10-27,1,0.21,20401,20402.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1325,16011,2011-11-09,23,4.83,20378,20401.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1326,16011,2011-11-10,24,5.04,20354,20378.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1327,16011,2011-11-11,48,10.08,20306,20354.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1328,16011,2011-11-15,24,5.04,20282,20306.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1329,16011,2011-11-16,96,20.16,20186,20282.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1330,16011,2011-11-17,72,15.12,20114,20186.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1331,16011,2011-11-20,24,5.04,20090,20114.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1332,16011,2011-11-24,24,5.04,20066,20090.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1333,16011,2011-11-29,24,5.04,20042,20066.0
APARAT KEBAB-SHAORMA PE GAZ 2 X 5 ARZATOARE 750x800x1334,16011,2011-12-07,25,5.25,20017,20042.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-01,34,56.1,154859,20017.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-02,24,39.6,154835,154859.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-03,17,28.05,154818,154835.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-04,31,51.15,154787,154818.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-06,4,6.6,154783,154787.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-07,4,6.6,154779,154783.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-08,10,16.5,154769,154779.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-09,50,82.5,154719,154769.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-10,12,19.8,154707,154719.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-11,32,52.8,154675,154707.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-13,11,18.15,154664,154675.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-14,30,49.5,154634,154664.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-15,10,16.5,154624,154634.0
CUPTOR PENTRU PIZZA ELECTRIC 6 pizza Ø35 cm E6351W,20726,2009-12-16,70,115.5,154554,154624.0
